"id","name","dynasty","lifetime","pinyin"
"30019","姚云文","8","姚云文，宋末元初知名文学家，字圣瑞，号江村，江西高安人。咸淳四年进士。入元，授承直郎，抚、建两路儒学提举。有《江村遗稿》，今不传。《全宋词》存词九首。","y"
"30020","周晋","8","周晋（生卒年不详），字明叔，号啸斋，其先济南（今属山东）人，自祖秘起寓居吴兴（今浙江湖州）。晋于绍定四年（1231）官富阳令。嘉熙末淳祐初，为福建转运使干官。累监衢州、通判柯山。宝祐三年（1255），知汀州。晋富藏书，工词。词作多散佚。《绝妙好词》卷三载其词三首，分别为《点绛唇》，《清平乐》，《柳梢青》。","z"
"30021","王元鼎","10","王元鼎：字里，元成宗大德年间(公元1302年前后)在世，与阿鲁威同时，官至翰林学士。","w"
"30022","周端臣","8","周端臣，宋词人。字彦良，号葵窗。建业(今南京)人。光宗绍熙三年（一一九二）寓临安。宋周密《武林旧事》云其曾经“御前应制”。后出仕，未十年而卒（释斯植《采芝集·挽周彦良》“白首功成未年”）。其词作今存九首，内容多为伤春、怨别，其中有四首“西湖”词。亦能诗，《诗家鼎脔》及《宋诗纪事》收其诗九首。有《葵窗词稿》，已佚。《江湖后集》卷三辑有其诗一卷。　　周端臣诗，以影印文渊阁《四车全书·江湖后集》为底本，与新辑集外诗合编为一卷。","z"
"30023","严武","6","严武，唐（公元七二六年至七六五年）字季鹰，华州华阴人。生于唐玄宗开元十四年，卒于代宗永泰元年，年四十岁。武虽武夫，亦能诗，全唐诗中录存六首。另外还有三国时期东吴棋士严武以及黄埔一期严武陆军中将。","y"
"30024","钱惟演","8","钱惟演（977—1034）北宋大臣，西昆体骨干诗人。字希圣，钱塘（今浙江杭州）人。吴越忠懿王钱俶第十四子。从俶归宋，历右神武将军、太仆少卿、命直秘阁，预修《册府元龟》，累迁工部尚书，拜枢密使，官终崇信军节度使，博学能文，所著今存《家王故事》、《金坡遗事》。","q"
"30025","谷梁赤","1","谷梁赤，战国经学家。名或作喜、寘、俶，字子始，山东省菏泽定陶人。相传为子夏弟子。治《春秋》，初仅口说流传，至谷梁赤，为《春秋》残亡，多所遗失，乃为经作传，称《春秋谷梁传》。","g"
"30026","刘启","2","汉景帝刘启（公元前188年—公元前141年），是汉文帝刘恒的长子，母亲是汉文帝皇后窦氏（即窦太后），出生于代地中都（今山西平遥县西南）。西汉第六位皇帝，在位16年，谥号孝景皇帝，无庙号。终年48岁。刘启在位期间，削诸侯封地，平定七国之乱，巩固中央集权，勤俭治国，发展生产，他统治时期与其父汉文帝统治时期合称为文景之治。","l"
"30027","武元衡","6","武元衡（758―815），唐代诗人、政治家，字伯苍。缑氏（今河南偃师东南）人。武则天曾侄孙。建中四年，登进士第，累辟使府，至监察御史，后改华原县令。德宗知其才，召授比部员外郎。岁内，三迁至右司郎中，寻擢御史中丞。顺宗立，罢为右庶子。宪宗即位，复前官，进户部侍郎。元和二年，拜门下侍郎平章事，寻出为剑南节度使。元和八年，征还秉政，早朝被平卢节度使李师道遣刺客刺死。赠司徒，谥忠愍。《临淮集》十卷，今编诗二卷。","w"
"30028","洪升","12","洪升（1645～1704），清代戏曲作家、诗人。字昉思，号稗畦，又号稗村、南屏樵者。汉族，钱塘（今浙江杭州市）人。生于世宦之家，康熙七年（1668）北京国子监肄业，二十年均科举不第，白衣终身。代表作《长生殿》历经十年，三易其稿，于康熙二十七年（1688）问世后引起社会轰动。次年因在孝懿皇后忌日演出《长生殿》，而被劾下狱，革去太学生籍，后离开北京返乡。晚年归钱塘，生活穷困潦倒。康熙四十三年，曹寅在南京排演全本《长生殿》，洪升应邀前去观赏，事后在返回杭州途中，于乌镇酒醉后失足落水而死。洪升与孔尚任并称“南洪北孔”。","h"
"30029","西鄙人","6","西鄙人，意为西北边境人，相传为唐代五言民歌《哥舒歌》的作者。这首民歌通过对陇右节度使哥舒翰的歌颂，表达了各族人民对和平生活的向往，平朴自然，雄浑粗犷，流传至今。","x"
"30030","方以智","8","方以智（1611—1671），明代著名哲学家、科学家。字密之，号曼公，又号鹿起、龙眠愚者等，汉族，安徽桐城人。崇祯13年进士，官检讨。弘光时为马士英、阮大铖中伤，逃往广东以卖药自给。永历时任左中允，遭诬劾。清兵入粤后，在梧州出家，法名弘智，发愤著述同时，秘密组织反清复明活动。康熙10年3月，因“粤难”被捕，十月，于押解途中自沉于江西万安惶恐滩殉国。学术上方以智家学渊源，博采众长，主张中西合璧，儒、释、道三教归一。一生著述400余万言，多有散佚，存世作品数十种，内容广博，文、史、哲、地、医药、物理，无所不包。","f"
"30031","王逸","2","王逸，东汉著名文学家，《楚辞章句》作者。字叔师，南郡宜城（今湖北襄阳宜城）人。安帝时为校书郎，顺帝时官侍中。官至豫州刺史，豫章太守。参加编修《东观汉纪》，尤擅长文学，所著赋、诔、书、论及杂文21篇，又做《汉诗》123篇，后人将其整理成集，名为《王逸集》，多已亡佚，唯有《楚辞章句》一种完整地流传下来了。所作《楚辞章句》，是《楚辞》最早的完整注本，颇为后世学者所重视。","w"
"30032","公孙龙","1","公孙龙（公元前320年－公元前250年），字子秉，华夏族。东周战国时期著名哲学家，生于赵邯郸（今河北省邯郸市），名家离坚白派的代表人物。能言善辩，曾为平原君门客。他提出了“离坚白”、“白马非马”等命题。","g"
"30033","庄忌","1","庄忌(约前188-前105）西汉辞赋家。会稽吴（今苏州吴县）人。因避汉明帝刘庄讳改名严忌，与邹阳、枚乘等唱和，是梁孝王门下著名辞赋家。作品仅存哀时命一篇。 此赋感叹屈原生不逢时，空怀壮志而不得伸。是咏屈赋中的佳品。此赋纯属骚体，保持了由贾谊开创的西汉早期骚赋所具有的特点。感情真挚，篇幅短小精悍，是咏屈赋中的佳品。","z"
"30034","石崇","3","石崇（249年—300年），字季伦，小名齐奴。渤海南皮（今河北南皮东北）人。西晋开国元勋石苞第六子，西晋时期文学家、大臣、富豪，“金谷二十四友”之一。","s"
"30035","严羽","8","严羽，南宋诗论家、诗人。字丹丘，一字仪卿，自号沧浪逋客，世称严沧浪。邵武莒溪（今福建省邵武市莒溪）人。生卒年不详，据其诗推知主要生活于理宗在位期间，至度宗即位时仍在世。一生未曾出仕，大半隐居在家乡，与同宗严仁、严参齐名，号“三严”；又与严肃、严参等8人，号“九严”。严羽论诗推重汉魏盛唐、号召学古，所著《沧浪诗话》名重于世，被誉为宋、元、明、清四朝诗话第一人。","y"
"30036","蒋士铨","12","蒋士铨（1725—1784）清代戏曲家，文学家。字心馀、苕生，号藏园，又号清容居士，晚号定甫。铅山（今属江西）人。乾隆二十二年进士，官翰林院编修。乾隆二十九年辞官后主持蕺山、崇文、安定三书院讲席。精通戏曲，工诗古文，与袁枚、赵翼合称江右三大家。士铨所著《忠雅堂诗集》存诗二千五百六十九首，存于稿本的未刊诗达数千首，其戏曲创作存《红雪楼九种曲》等四十九种。","j"
"30037","杨亿","8","杨亿（974—1020）北宋文学家，“西昆体”诗歌主要作家。字大年，建州浦城（今属福建浦城县）人。年十一，太宗闻其名，诏送阙下试诗赋，授秘书省正字。淳化中赐进士，曾为翰林学士兼史馆修撰，官至工部侍郎。性耿介，尚气节，在政治上支持丞相寇准抵抗辽兵入侵。又反对宋真宗大兴土木，求仙祀神的迷信活动。卒谥文，人称杨文公。","y"
"30038","章谦亨","8","章谦亨（生卒年不详）字牧叔，，吴兴（今浙江湖州）人。绍定间，为铅山令，为政宽平，人称生佛，家置像而祀，勒石章岩，以志不忘。历官京西路提举常平茶盐。嘉熙二年（1238），除直秘阁，为浙东提刑，兼知衢州。《全宋词》辑其词九首。","z"
"30039","徐玑","8","徐玑（1162～1214）字致中，又字文渊，号灵渊，浙江温州永嘉松台里人。祖籍福建晋江安海徐状元巷人，唐状元徐晦之裔。“皇考潮州太守定， 始为温州永嘉人”。福建晋江徐定第三子，受父“致仕恩”得职，浮沉州县， 为官清正，守法不阿，为民办过有益之事。“诗与徐照如出一手，盖四灵同一机轴，而二人才分尤相近”（纪昀《四库全书总目录》）有《二激亭诗集》。 亦喜书法，“无一食去纸笔；暮年，书稍近《兰亭》”（叶适《徐文渊墓志铭》）后改长泰令，未至官即去世。","x"
"30040","鲍防","6","鲍防（722年--790年），字子慎，襄州襄阳（今湖北襄阳）人。唐朝官员、诗人。天宝十二年（753年）考中进士科，历任节度使府僚属。大历五年（770年）召入朝廷任职方员外郎。后召入朝廷任御史大夫，历任福建、江西观察使，又召入朝廷授任左散骑常侍。跟随唐德宗李适到奉天，升任礼部侍郎，封东海郡公。贞元元年（785年），鲍防主持策试贤良方正科。后不得志去世，享年六十九岁，追赠太子少保，谥号宣。","b"
"30041","屈大均","12","屈大均（1630—1696）明末清初著名学者、诗人，与陈恭尹、梁佩兰并称“岭南三大家”，有“广东徐霞客”的美称。字翁山、介子，号莱圃，汉族，广东番禺人。曾与魏耕等进行反请活动。后为僧，中年仍改儒服。诗有李白、屈原的遗风，著作多毁于雍正、乾隆两朝，后人辑有《翁山诗外》、《翁山文外》、《翁山易外》、《广东新语》及《四朝成仁录》，合称“屈沱五书”。","q"
"30042","韩疁","8","韩疁，生卒年不详，字子耕，号萧闲，有萧闲词一卷，不传。共存词6首。赵万里有辑本。","h"
"30043","吴隐之","3","吴隐之（？—414），字处默，东晋濮阳鄄城人，生当东晋后期。曾任中书侍郎，左卫将军，广州刺史等职，官至度支尚书，著名廉吏。","w"
"30044","曾公亮","8","曾公亮（998年－1078年）北宋著名政治家、军事家、军火家、思想家。字明仲，号乐正，汉族，泉州晋江（今福建泉州市）人。仁宗天圣二年进士，仕仁宗、英宗、神宗三朝，历官知县、知州，知府、知制诰、翰林学士、端明殿学士，参知政事，枢密使和同中书门下平章事等。封兖国公，鲁国公，卒赠太师、中书令，配享英宗庙廷，赐谥宣靖。曾公亮与丁度承旨编撰《武经总要》，为中国古代第一部官方编纂的军事科学百科全书。","c"
"30045","包融","6","唐诗人，开元初，与贺知章、张旭、张若虚皆有名，号吴中四士。张九龄引为怀州司马，迁集贤直学士、大理司直。子何、佶，世称二包，各有集。融诗今存八首。","b"
"30046","李攀龙","11","李攀龙（1514—1570）字于鳞，号沧溟，汉族，历城（今山东济南）人。明代著名文学家。继“前七子”之后，与谢榛、王世贞等倡导文学复古运动，为“后七子”的领袖人物，被尊为“宗工巨匠”。主盟文坛20余年，其影响及于清初。","l"
"30047","吴琚","8","吴琚（约公元1189年前后在世）南宋书法家，字居父，号云壑，汴（今河南开封）人。生卒年均不详，约宋孝宗淳熙末前后在世。主要活动于孝宗、光宗和宁宗三朝。太宁郡王、卫王吴益之子，宋高宗吴皇后之侄。性寡嗜，日临古帖以自娱。习吏事。乾道九年（1173）以恩荫授临安通判。其后历尚书郎，镇安军节度使。复知明州，兼沿海制置使。宁宗时，知鄂州，再知庆元府。尝使金，金人重其信义。位至少师，判建康府兼保守，世称“吴七郡王”。卒，谥忠惠。","w"
"30048","张玉娘","8","张玉娘，字若琼，自号一贞居士，松阳人。生于宋淳祐十年（公元1250年），卒于南宋景炎元年（公元1276年），仅活到27岁。她出生在仕宦家庭，曾祖父是淳熙八年进士，祖父做过登士郎。父亲曾任过提举官。她自幼饱学，敏慧绝伦，诗词尤得风人体。后人将她与李清照、朱淑贞、吴淑姬并称宋代四大女词人。","z"
"30049","卜商","1","卜(bǔ)商(前507年—?)：字子夏，尊称“卜子”或“卜子夏”。汉族，中国春秋末年晋国温地(今河南温县)人，一说卫国人，“孔门十哲”之一，七十二贤之一，受儒教祭祀。现在，山东省巨野县有其嫡系后裔。宋人疑之，《诗》、《春秋》等书，均是由他所授。在孔门弟子中，子夏并不象颜回、曾参辈那样恪守孔子之道。他是一位具有独创性因而颇具有异端倾向的思想家。他关注的问题已不是“克己复礼”(复兴周礼)，而是与时俱进的当世之政。因此，子夏发展出一套偏离儒家正统政治观点的政治及历史理论。","b"
"30050","赵蕤","6","赵蕤 (ruí），字太宾，梓州盐亭人（今四川省盐亭县两河镇赵家坝人），约生于唐高宗显庆四年 ( 公元 659 年 )，卒于唐玄宗天宝元年( 公元742年)。唐代杰出的道家与纵横家 。赵蕤和李白是唐代的“蜀中二杰”,以“赵蕤术数,李白文章”并称。","z"
"30051","淮南小山","2","西汉淮南王刘安的一部分门客的共称。今仅存辞赋《招隐士》 1篇。《汉书·艺文志》著录“淮南王群臣赋四十四篇”，《招隐士》当是其中仅存的1篇。此篇始见于东汉王逸的《楚辞章句》,题为淮南小山作，然而萧统《文选》则题刘安作。关于文章写作的背景，说法也不一。王逸说是小山之徒“闵伤屈原”之作，王夫之《楚辞通释》说是淮南小山“为淮南王召致山谷潜伏之士”而作，而不少研究者则以为是淮南小山思念淮南王的作品。","h"
"30052","文徵明","11","文徵明（1470年11月28日—1559年3月28日），原名壁（或作璧），字徵明。四十二岁起，以字行，更字徵仲。因先世衡山人，故号“衡山居士”，世称“文衡山”，汉族，长州（今江苏苏州）人。明代著名画家、书法家、文学家。文徵明的书画造诣极为全面，诗、文、书、画无一不精，人称是“四绝”的全才。与沈周共创“吴派”，与沈周、唐伯虎、仇英合称“明四家”（“吴门四家”）。诗宗白居易、苏轼，文受业于吴宽，学书于李应祯，学画于沈周。在诗文上，与祝允明、唐寅、徐祯卿 并称“吴中四才子”。在画史上与沈周、唐寅、仇英合称“吴门四家”。","w"
"30053","刘细君","2","刘细君一般指乌孙公主。乌孙公主刘细君（？―前101年），西汉宗室，汉武帝刘彻侄子江都王刘建之女。元封六年（前105年），汉武帝为抗击匈奴，派使者出使乌孙国，乌孙王猎骄靡愿与大汉通婚。汉武帝钦命刘细君和亲乌孙，并令人为之做一乐器，以解遥途思念之情，此乐器便是“阮”，亦称 “秦琵琶”。猎骄靡死后，刘细君随从乌孙国风俗，嫁于猎骄靡之孙军须靡，生一女，名叫少夫。太初四年（前101年），刘细君去世。","l"
"30054","翁宏","6","[约公元九一五年前后在世]字大举，桂林人。生卒年均不详，不仕。入宋，寓居昭、贺间。与王元、廖融等交游唱和。《宫词》（一作《春残》）等诗最为当时所称。所作诗今存三首。","w"
"30055","西晋·李密","3","李密（224年—287年），字令伯，一名虔，犍为武阳（今四川彭山）人。幼年丧父，母何氏改嫁，由祖母抚养成人。后李密以对祖母孝敬甚笃而名扬于乡里。师事著名学者谯周，博览五经，尤精《春秋左传》。初仕蜀汉为尚书郎。蜀汉亡，晋武帝召为太子洗马，李密以祖母年老多病、无人供养而力辞。历任温县令、汉中太守。后免官，卒于家中。著有《述理论》十篇，不传世。其生平见载《华阳国志》、《晋书》。代表作为《陈情表》。","x"
"30056","徐淑","2","徐淑，东汉女诗人（约公元一四七年前后在世），陇西（今甘肃通渭）人。秦嘉，生卒年不详。字士会。陇西（今属甘肃）人，徐淑丈夫。桓帝时，为郡吏，岁终为郡上计簿使赴洛阳，被任为黄门郎。后病死于津乡亭。徐淑有诗集传世。（《补续汉书艺文志》）所作今存《答秦嘉诗》一首及答书二篇。","x"
"30057","仓央嘉措","12","仓央嘉措（藏文：ཚངས་དབྱངས་རྒྱ་མཚོ།；Tshangs-dbyangs-rgya-mtsho1683.03.01－1706.11.15），门巴族，六世达赖喇嘛，法名罗桑仁钦仓央嘉措，西藏历史上著名的诗人、政治人物。康熙三十六年（1697年）被当时的西藏摄政王第巴·桑结嘉措认定为五世达赖的转世灵童，同年在桑结嘉措的主持下在布达拉宫举行了坐床典礼。康熙四十四年（1705年）被废，据传在康熙四十五年（1706年）的押解途中圆寂。仓央嘉措是西藏最具代表的民歌诗人，写了很多细腻真挚的诗歌，其中最为经典的是拉萨藏文木刻版《仓央嘉措情歌》。","c"
"30058","海瑞","11","海瑞（1514年－1587年），字汝贤，号刚峰，海南琼山（今海口市）人。明朝著名清官。海瑞一生，经历了正德、嘉靖、隆庆、万历四朝。他打击豪强，疏浚河道，修筑水利工程，力主严惩贪官污吏，禁止循私受贿，并推行一条鞭法，强令贪官污吏退田还民，遂有“海青天”之誉。1587年（万历十五年），海瑞病死于南京官邸。赠太子太保，谥忠介。海瑞死后，关于他的传说故事，民间广为流传。","h"
"30059","欧阳询","6","欧阳询（557年一641年），汉族，唐朝潭州临湘（今湖南长沙）人，字信本，楷书四大家之一。南朝梁太平二年（公元557年）出生于衡州（今湖南衡阳），祖籍潭州临湘（今湖南长沙）。欧阳询与同代的虞世南、褚遂良、薛稷三位并称初唐四大家。代表作楷书有《九成宫醴泉铭》、《皇甫诞碑》、《化度寺碑》，行书有《仲尼梦奠帖》、《行书千字文》。对书法有其独到的见解，有书法论著《八诀》、《传授诀》、《用笔论》、《三十六法》。所写《化度寺邑禅师舍利塔铭》，《虞恭公温彦博碑》，《皇甫诞碑 》被称为“唐人楷书第一”。","o"
"30060","司马穰苴","1","司马穰苴一般指田穰苴。田穰苴（生卒不详），又称司马穰苴，春秋末期齐国人，是田完（陈完）的后代，齐田氏家族的支庶。田穰苴是继姜尚之后一位承上启下的著名军事家，曾率齐军击退晋、燕入侵之军，因功被封为大司马，子孙后世称司马氏。后因齐景公听信谗言，田穰苴被罢黜，未几抑郁发病而死。由于年代久远，其事迹流传不多，但其军事思想却影响巨大。唐肃宗时将田穰苴等历史上十位武功卓著的名将供奉于武成王庙内，被称为武庙十哲。宋徽宗时追尊田穰苴为横山侯，位列宋武庙七十二将之一。","s"
"30061","刘因","10","刘因（1249～1293） 元代著名理学家、诗人。字梦吉，号静修。初名骃，字梦骥。雄州容城（今河北容城县）人。3 岁识字，6岁能诗，10岁能文，落笔惊人。年刚20，才华出众，性不苟合。家贫教授生徒，皆有成就。因爱诸葛亮“静以修身”之语，题所居为“静修”。元世祖至元十九年(1282)应召入朝，为承德郎、右赞善大夫。不久借口母病辞官归。母死后居丧在家。至元二十八年，忽必烈再度遣使召刘因为官，他以疾辞。死后追赠翰林学士、资政大夫、上护军、追封“容城郡公”，谥“文靖”。明朝，县官乡绅为刘因建祠堂。","l"
"30062","吴藻","12","吴藻，清（一七九九―一八六二）女。字苹香，自号玉岑子，仁和（今杭州）。人。幼而好学，长则肆力于词，又精绘事，尝写饮酒读骚图。著有香南雪北庐集、花帘书屋诗、花帘词、读骚图曲。","w"
"30063","江开","8","江开（jiāng kāi），生卒年不详，字开之，号月湖，安徽省庐江县人。道光十五年（1835）举人，官陕西咸阳知县，诗、书、画皆精。主要代表作：《菩萨蛮·商妇怨》","j"
"30064","叶小鸾","11","叶小鸾（1616～1632） 明末才女。字琼章，一字瑶期，吴江（今属江苏苏州）人，文学家叶绍袁、沈宜修幼女。貌姣好，工诗，善围棋及琴，又能画，绘山水及落花飞碟，皆有韵致，将嫁而卒，有集名《返生香》。","y"
"30065","谢庄","4","谢庄（421－466），字希逸，南朝宋文学家。陈郡阳夏人（今河南太康县），出生于建康。他是谢弘微的儿子，大谢（谢灵运）的族侄。七岁能作文，二十岁左右入仕，在东宫任过洗马、中舍人。稍后，在江州任庐陵王刘绍南中郎咨议参军。元嘉二十六年（449），又随雍州刺史随王刘诞去襄阳，领记室。次年，北魏使者在彭城和刘宋谈判，曾经问起谢庄的情况，可见其声名远布。以《月赋》闻名。由于历仕宋文帝、宋孝武帝、宋明帝三朝，官至中书令，加金紫光禄大夫，故世称“谢光禄”。","x"
"30066","刘庭琦","6","［唐］明皇时人。官万年尉。开元八年（七二o）上禁约王公不令与外人交结，庭琦数与岐王范饮酒赋诗，拙为雅州司户。能精书学。《旧唐书·岐王范传、书史会要》","l"
"30067","杨果","10","杨果，[1195-1269]字正卿，号西庵，祈州蒲阴（今河北安国县）人。生于金章宗承安二年（宋庆元三年），金哀宗正大元年（1224）登进士第，官至参知政事，为官以干练廉洁著称。卒，谥文献。工文章，长于词曲，著有《西庵集》。与元好问交好。其散曲作品内容多咏自然风光，曲辞华美，富于文采。明朱权《太和正音谱》评其曲“如花柳芳妍”。","y"
"30068","高翥","8","高翥（1170～1241）初名公弼，后改名翥（音同“著”）。字九万，号菊磵（古同“涧”），余姚（今属浙江）人。游荡江湖，布衣终身。是江南诗派中的重要人物，有“江湖游士”之称。高翥少有奇志，不屑举业，以布衣终身。他游荡江湖，专力于诗，画亦极为出名。晚年贫困潦倒，无一椽半亩，在上林湖畔搭了个简陋的草屋，小仅容身，自署“信天巢”。72岁那年，游淮染疾，死于杭州西湖。与湖山长伴，倒是遂了他的心愿。","g"
"30069","祝允明","11","祝允明（1460—1527）字希哲，号枝山，因右手有六指，自号“枝指生”，又署枝山老樵、枝指山人等。汉族，长洲（今江苏苏州）人。他家学渊源，能诗文，工书法，特别是其狂草颇受世人赞誉，流传有“唐伯虎的画，祝枝山的字”之说。祝枝山所书写的“六体书诗赋卷”、“草书杜甫诗卷”、“古诗十九首”、“草书唐人诗卷”及“草书诗翰卷”等都是传世墨迹的精品。并与唐寅、文徵明、徐祯卿齐名，明历称其为“吴中四才子”之一。由于与唐寅遭际与共，情性相投，民间流传着两人的种种趣事。","z"
"30070","张雨","10","张雨（1283～1350）元代诗文家，号句曲外史，道名嗣真，道号贞居子曾从虞集受学，博学多闻，善谈名理。诗文、诗文、书法、绘画，清新流丽，有晋、唐遗意。年二十弃家为道士，居茅山，尝从开元宫王真人入京，欲官之，不就。","z"
"30071","刘翰","8","刘翰，字武子（一说武之），长沙（今属湖南）人，光宗绍熙中前后在世。曾为高宗宪圣吴皇后侄吴益子琚门客，有诗词投呈张孝祥、范成大。久客临安，迄以布衣终身。今存《小山集》一卷。事见《两宋名贤小集》卷三○五、《沅湘耆旧集》前编卷二三小传。　　　刘翰诗，以毛晋汲古阁影宋《六十家集》本为底本。校以影印文渊阁《四库全书·两宋名贤小集》（简称名贤集），与新辑集外断句合编为一卷。刘翰做诗追随“四灵”，王渔洋《香祖笔记》对其评价不高。","l"
"30072","赵蕃","8","赵蕃（1143年～1229年），字昌父，号章泉，原籍郑州。理宗绍定二年，以直秘阁致仕，不久卒。諡文节。","z"
"30073","繁钦","3","繁钦(?-218)字休伯，东汉颍川（今河南禹县）人。曾任丞相曹操主簿，以善写诗、赋、文章知名于世。","f"
"30074","乐钧","12","乐钧（1766-1814，一说1816卒），原名宫谱，字效堂，一字元淑，号莲裳，别号梦花楼主。江西抚州府临川长宁高坪村（今属金溪县陈坊积乡高坪村）人。清代著名文学家。从小聪敏好学，秀气孤秉，喜作骈体文，利文20卷。弱冠补博士弟子。乾隆五十四年（1789）由学使翁方纲拔贡荐入国子监，聘为怡亲王府教席。嘉庆六年（1801）乡试中举，怡亲王欲留，乐钧以母老辞归。后屡试不弟，未入仕途，先后游历于江淮、楚、粤之间，江南大吏争相延聘，曾主扬州梅花书院讲席。嘉庆十九年，因母去世过分伤心，不久亦卒。","l"
"30075","张栻","8","张栻是南宋中兴名相张浚之子。著名理学家和教育家，湖湘学派集大成者。与朱熹、吕祖谦齐名，时称“东南三贤”。官至右文殿修撰。著有《南轩集》。","z"
"30076","孔绍安","6","孔绍安（约577-622），字不详，越州山阴人，孔奂长子，孔子三十三代孙。生于陈宣帝太建九年，约卒于唐高祖武德中年，约四十六岁。少于兄绍新俱以文词知名。年十三，陈亡入隋，徙居京兆鄂县，闭门读书，诵古文集数十万言。外兄虞世南异之。与词人孙万寿为忘年之好，时人称为“孙、孔”。大业末，为监察御史。李渊讨贼河东，绍安为监军。李渊受禅，绍安自洛阳间行来奔，拜内史舍人，赐赍甚厚。尝因侍宴应诏咏石榴诗云：“只为时来晚，开花不及春”。为人称诵。寻诏撰梁史，未就而卒。绍安著有文集五十卷，（旧唐书志作三卷，本传作五卷。此从新唐书志）传于世。","k"
"30077","严遂成","12","严遂成（1694—?）约清高宗乾隆初（1736年前后）在世，字崧占（一作崧瞻），号海珊，乌程(今浙江湖州)人。雍正二年（1724）进士，官山西临县知县。乾隆元年（1736）举“博学鸿词”，值丁忧归。后补直隶阜城知县。迁云南嵩明州知府，创办凤山书院。后起历雄州知州，因事罢。在官尽职，所至有声。复以知县就补云南，卒官。","y"
"30078","陶宏景","4","陶弘景(456年～536年)，字通明，号华阳隐居，人称“山中宰相”，南朝梁时丹阳秣陵（今江苏南京）人。中国南朝齐、梁时期的道教思想家、医药家、炼丹家、文学家，晚号华阳隐居，卒谥贞白先生。南朝南齐南梁时期的道教茅山派代表人物之一。","t"
"30079","邹阳","2","邹阳，散文家，齐人，是西汉时期很有名望的文学家。文帝时，为吴王刘濞门客，以文辩著名于世。吴王阴谋叛乱，邹阳上书谏止，吴王不听，因此与枚乘、严忌等离吴去梁，为景帝少弟梁孝王门客。邹阳“为人有智略，慷慨不苟合”，后被人诬陷入狱，险被处死。他在狱中上书梁孝王，表白自己的心迹。梁孝王见书大悦，立命释放，并尊为上客。邹阳有文七篇，现存两篇，即《上书吴王》、《于狱中上书自明》。","z"
"30080","睢景臣","10","睢景臣是元代著名散曲、杂剧作家，江苏扬州人，一生著述甚多，其中最广为人知的作品是《哨遍·高祖还乡》。","s"
"30081","宋应星","11","宋应星（公元1587—约1666年），中国明末科学家，字长庚，汉族江右民系，奉新（今属江西）人。万历四十三年（1615）举于乡。崇祯七年（1634）任江西分宜教谕，十一年为福建汀州推官，十四年为安徽亳州知州。明亡后弃官归里，终老于乡。在当时商品经济高度发展、生产技术达到新水平的条件下，他在江西分宜教谕任内著成《天工开物》一书。宋应星的著作还有《野议》、《论气》、《谈天》、《思怜诗》、《画音归正》、《卮言十种》等，但今已佚失。","s"
"30082","石延年","8","石延年（994～1041）北宋官员、文学家、书法家。字曼卿，一字安仁。原籍幽州（今北京市一带）人，后晋把幽州割让给契丹，其祖举族南迁，定居于宋城（今河南省商丘南）。屡试不中，真宗年间以右班殿直，改太常寺太祝，累迁大理寺丞，官至秘阁校理、太子中允。北宋文学家石介以石延年之诗，欧阳修之文，杜默之歌称为“三豪”。","s"
"30083","奥敦周卿","10","奥敦周卿（生卒不详），女真族人。似与白朴同时，元初人。字周卿，号竹庵。奥敦是女真姓氏。《全元散曲》存其小令2首。其先世仕金。父奥敦保和降元后，累立战功，由万户迁至德兴府元帅。周卿本人历官怀孟路总管府判官、侍御史、河北河南道提刑按察司佥事。为元散曲前期作家，与杨果、白朴有交往，相互酬唱。今存小令二首，套数三曲。《太和正音谱》列为「词林英杰。」","a"
"30084","蒋氏女","8","蒋氏女，生卒年不详，宜兴（今江苏县名）人，一作浙西人。父兴祖，为阳武（今河南原阳）县令，靖康初，金兵围城，抵抗而死，妻儿亦死难。韦居安谓：“其女为贼掳去，题字于雄州驿中，叙其本末，乃作《减字木兰花》词云......蒋令，浙西人，其女方笄，美颜色，能诗词，乡人皆能称之。”","j"
"30085","李廌","8","李廌（zhì）（1059-1109） 北宋文学家。字方叔，号德隅斋，又号齐南先生、太华逸民。汉族，华州（今陕西华县）人。6岁而孤，能发奋自学。少以文为苏轼所知，誉之为有“万人敌”之才。由此成为“苏门六君子”之一。中年应举落第，绝意仕进，定居长社（今河南长葛县），直至去世。文章喜论古今治乱，辨而中理。","l"
"30086","舒亶","8","舒亶（1041-1103）字信道，号懒堂，慈溪（今属浙江）人。治平二年（1065）试礼部第一，即状元（进士及第），授临海尉。神宗时，除神官院主簿，迁秦凤路提刑，提举两浙常平。后任监察御史里行，与李定同劾苏轼，是为「乌台诗案」。进知杂御史、判司农寺，拜给事中，权直学士院，后为御史中丞。崇宁元年（1102）知南康军，京以开边功，由直龙图阁进待制，翌年卒，年六十三。《宋史》、《东都事略》有传。今存赵万里辑《舒学士词》一卷，存词50首。","s"
"30087","赵壹","2","赵壹（本名懿，因后汉书作于晋朝，避司马懿名讳，故作“壹”），约生于汉顺帝永建年间，卒于汉灵帝中平年间。东汉辞赋家。字元叔，汉阳西县（今甘肃天水南）人。体貌魁伟，美须眉，恃才傲物。桓、灵之世，屡屡得罪，几致于死。友人救之，遂作《穷鸟赋》答谢友人相助。并作《刺世疾邪赋》抒发愤懑之气。一生著赋、颂、箴、诔、书、论及杂文等16篇，今存5篇。","z"
